County;Population
Presidio, Texas;6704,00
Rains, Texas;12514,00
Randall, Texas;137713,00
Reagan, Texas;3849,00
Real, Texas;3452,00
Red River, Texas;12023,00
Reeves, Texas;15976,00
Refugio, Texas;6948,00
Roberts, Texas;854,00
Robertson, Texas;17074,00
Rockwall, Texas;104915,00
Runnels, Texas;10264,00
Rusk, Texas;54406,00
Sabine, Texas;10542,00
San Augustine, Texas;8237,00
San Jacinto, Texas;28859,00
San Patricio, Texas;66730,00
San Saba, Texas;6055,00
Schleicher, Texas;2793,00
Scurry, Texas;16703,00
Shackelford, Texas;3265,00
Shelby, Texas;25274,00
Sherman, Texas;3022,00
Smith, Texas;232751,00
Somervell, Texas;9128,00
Starr, Texas;64633,00
Stephens, Texas;9366,00
Sterling, Texas;1291,00
Stonewall, Texas;1350,00
Sutton, Texas;3776,00
Swisher, Texas;7397,00
Tarrant, Texas;2102515,00
Taylor, Texas;138034,00
Terrell, Texas;776,00
Terry, Texas;12337,00
Throckmorton, Texas;1501,00
Titus, Texas;32750,00
Tom Green, Texas;119200,00
Travis, Texas;1273954,00
Trinity, Texas;14651,00
Tyler, Texas;21672,00
Upshur, Texas;41753,00
Upton, Texas;3657,00
Uvalde, Texas;26741,00
Val Verde, Texas;49025,00
Van Zandt, Texas;56590,00
Victoria, Texas;92084,00
Walker, Texas;72971,00
Waller, Texas;55246,00
Ward, Texas;11998,00
Washington, Texas;35882,00
Webb, Texas;276652,00
Wharton, Texas;41556,00
Wheeler, Texas;5056,00
Wichita, Texas;132230,00
Wilbarger, Texas;12769,00
Willacy, Texas;21358,00
Williamson, Texas;590551,00
Wilson, Texas;51070,00
Winkler, Texas;8010,00
Wise, Texas;69984,00
Wood, Texas;45539,00
Yoakum, Texas;8713,00
Young, Texas;18010,00
Zapata, Texas;14179,00
Zavala, Texas;11840,00
Beaver, Utah;6710,00
Box Elder, Utah;56046,00
Cache, Utah;128289,00
Carbon, Utah;20463,00
Daggett, Utah;950,00
Davis, Utah;355481,00
Duchesne, Utah;19938,00
Emery, Utah;10012,00
Garfield, Utah;5051,00
Grand, Utah;9754,00
Iron, Utah;54839,00
Juab, Utah;12017,00
Kane, Utah;7886,00
Millard, Utah;13188,00
Morgan, Utah;12124,00
Piute, Utah;1479,00
Rich, Utah;2483,00
Salt Lake, Utah;1160437,00
San Juan, Utah;15308,00
Sanpete, Utah;30939,00
Sevier, Utah;21620,00
Summit, Utah;42145,00
Tooele, Utah;72259,00
Uintah, Utah;35734,00
Utah, Utah;636235,00
Wasatch, Utah;34091,00
Washington, Utah;177556,00
Wayne, Utah;2711,00
Weber, Utah;260213,00
Addison, Vermont;36777,00
Bennington, Vermont;35470,00
Caledonia, Vermont;29993,00
Chittenden, Vermont;163774,00
Essex, Vermont;6163,00
Franklin, Vermont;49402,00
Grand Isle, Vermont;7235,00
Lamoille, Vermont;25362,00
Orange, Vermont;28892,00
Orleans, Vermont;27037,00
Rutland, Vermont;58191,00
Washington, Vermont;58409,00
Windham, Vermont;42222,00
Windsor, Vermont;55062,00
Accomack, Virginia;32316,00
Albemarle, Virginia;109330,00
Alleghany, Virginia;14860,00
Amelia, Virginia;13145,00
Amherst, Virginia;31605,00
Appomattox, Virginia;15911,00
Arlington, Virginia;236842,00
Augusta, Virginia;75558,00
Bath, Virginia;4147,00
Bedford, Virginia;78997,00
Bland, Virginia;6280,00
Botetourt, Virginia;33419,00
Brunswick, Virginia;16231,00
Buchanan, Virginia;21004,00
Buckingham, Virginia;17148,00
Campbell, Virginia;54885,00
Caroline, Virginia;30725,00
Carroll, Virginia;29791,00
Charles City, Virginia;6963,00
Charlotte, Virginia;11880,00
Chesterfield, Virginia;352802,00
Clarke, Virginia;14619,00
Craig, Virginia;5131,00
Culpeper, Virginia;52605,00
Cumberland, Virginia;9932,00
Dickenson, Virginia;14318,00
Dinwiddie, Virginia;28544,00
Essex, Virginia;10953,00
Fairfax, Virginia;1147532,00
Fauquier, Virginia;71222,00
Floyd, Virginia;15749,00
Fluvanna, Virginia;27270,00
Franklin, Virginia;56042,00
Frederick, Virginia;89313,00
Giles, Virginia;16720,00
Gloucester, Virginia;37348,00
Goochland, Virginia;23753,00
Grayson, Virginia;15550,00
Greene, Virginia;19819,00
Greensville, Virginia;11336,00
Halifax, Virginia;33911,00
Hanover, Virginia;107766,00
Henrico, Virginia;330818,00
Henry, Virginia;50557,00
Highland, Virginia;2190,00
Isle of Wight, Virginia;37109,00
James City, Virginia;76523,00
King and Queen, Virginia;7025,00
King George, Virginia;26836,00
King William, Virginia;17148,00
Lancaster, Virginia;10603,00
Lee, Virginia;23423,00
Loudoun, Virginia;413538,00
Louisa, Virginia;37591,00
Lunenburg, Virginia;12196,00
Madison, Virginia;13261,00
Mathews, Virginia;8834,00
Mecklenburg, Virginia;30587,00
Middlesex, Virginia;10582,00
Montgomery, Virginia;98535,00
Nelson, Virginia;14930,00
New Kent, Virginia;23091,00
Northampton, Virginia;11710,00
Northumberland, Virginia;12095,00
Nottoway, Virginia;15232,00
Orange, Virginia;37051,00
Page, Virginia;23902,00
Patrick, Virginia;17608,00
Pittsylvania, Virginia;60354,00
Powhatan, Virginia;29652,00
Prince Edward, Virginia;22802,00
Prince George, Virginia;38353,00
Prince William, Virginia;470335,00
Pulaski, Virginia;34027,00
Rappahannock, Virginia;7370,00
Richmond, Virginia;9023,00
Roanoke, Virginia;94186,00
Rockbridge, Virginia;22573,00
Rockingham, Virginia;81948,00
Russell, Virginia;26586,00
Scott, Virginia;21566,00
Shenandoah, Virginia;43616,00
Smyth, Virginia;30104,00
Southampton, Virginia;17631,00
Spotsylvania, Virginia;136215,00
Stafford, Virginia;152882,00
Surry, Virginia;6422,00
Sussex, Virginia;11159,00
Tazewell, Virginia;40595,00
Warren, Virginia;40164,00
Washington, Virginia;53740,00
Westmoreland, Virginia;18015,00
Wise, Virginia;37383,00
Wythe, Virginia;28684,00
York, Virginia;68280,00
Alexandria city, Virginia;159428,00
Bristol city, Virginia;16762,00
Buena Vista city, Virginia;6478,00
Charlottesville city, Virginia;47266,00
Chesapeake city, Virginia;244835,00
Colonial Heights city, Virginia;17370,00
Covington city, Virginia;5538,00
Danville city, Virginia;40044,00
Emporia city, Virginia;5346,00
Fairfax city, Virginia;24019,00
Falls Church city, Virginia;14617,00
Franklin city, Virginia;7967,00
Fredericksburg city, Virginia;29036,00
Galax city, Virginia;6347,00
Hampton city, Virginia;134510,00
Harrisonburg city, Virginia;53016,00
Hopewell city, Virginia;22529,00
Lexington city, Virginia;7446,00
Lynchburg city, Virginia;82168,00
Manassas city, Virginia;41085,00
Manassas Park city, Virginia;17478,00
Martinsville city, Virginia;12554,00
Newport News city, Virginia;179225,00
Norfolk city, Virginia;242742,00
Norton city, Virginia;3981,00
Petersburg city, Virginia;31346,00
Poquoson city, Virginia;12271,00
Portsmouth city, Virginia;94398,00
Radford city, Virginia;18249,00
Richmond city, Virginia;230436,00
Roanoke city, Virginia;99143,00
Salem city, Virginia;25301,00
Staunton city, Virginia;24932,00
Suffolk city, Virginia;92108,00
Virginia Beach city, Virginia;449974,00
Waynesboro city, Virginia;22630,00
Williamsburg city, Virginia;14954,00
Winchester city, Virginia;28078,00
Adams, Washington;19983,00
Asotin, Washington;22582,00
Benton, Washington;204390,00
Chelan, Washington;77200,00
Clallam, Washington;77331,00
Clark, Washington;488241,00
Columbia, Washington;3985,00
Cowlitz, Washington;110593,00
Douglas, Washington;43429,00
Ferry, Washington;7627,00
Franklin, Washington;95222,00
Garfield, Washington;2225,00
Grant, Washington;97733,00
Grays Harbor, Washington;75061,00
Island, Washington;85141,00
Jefferson, Washington;32221,00
King, Washington;2252782,00
Kitsap, Washington;271473,00
Kittitas, Washington;47935,00
Klickitat, Washington;22425,00
Lewis, Washington;80707,00
Lincoln, Washington;10939,00
Mason, Washington;66768,00
Okanogan, Washington;42243,00
Pacific, Washington;22471,00
Pend Oreille, Washington;13724,00
Pierce, Washington;904980,00
San Juan, Washington;17582,00
Skagit, Washington;129205,00
Skamania, Washington;12083,00
Snohomish, Washington;822083,00
Spokane, Washington;522798,00
Stevens, Washington;45723,00
Thurston, Washington;290536,00
Wahkiakum, Washington;4488,00
Walla Walla, Washington;60760,00
Whatcom, Washington;229247,00
Whitman, Washington;50104,00
Yakima, Washington;250873,00
Barbour, West Virginia;16441,00
Berkeley, West Virginia;119171,00
Boone, West Virginia;21457,00
Braxton, West Virginia;13957,00
Brooke, West Virginia;21939,00
Cabell, West Virginia;91945,00
Calhoun, West Virginia;7109,00
Clay, West Virginia;8508,00
Doddridge, West Virginia;8448,00
Fayette, West Virginia;42406,00
Gilmer, West Virginia;7823,00
Grant, West Virginia;11568,00
Greenbrier, West Virginia;34662,00
Hampshire, West Virginia;23175,00
Hancock, West Virginia;28810,00
Hardy, West Virginia;13776,00
Harrison, West Virginia;67256,00
Jackson, West Virginia;28576,00
Jefferson, West Virginia;57146,00
Kanawha, West Virginia;178124,00
Lewis, West Virginia;15907,00
Lincoln, West Virginia;20409,00
Logan, West Virginia;32019,00
McDowell, West Virginia;17624,00
Marion, West Virginia;56072,00
Marshall, West Virginia;30531,00
Mason, West Virginia;26516,00
Mercer, West Virginia;58758,00
Mineral, West Virginia;26868,00
Mingo, West Virginia;23424,00
Monongalia, West Virginia;105612,00
Monroe, West Virginia;13275,00
Morgan, West Virginia;17884,00
Nicholas, West Virginia;24496,00
Ohio, West Virginia;41411,00
Pendleton, West Virginia;6969,00
Pleasants, West Virginia;7460,00
Pocahontas, West Virginia;8247,00
Preston, West Virginia;33432,00
Putnam, West Virginia;56450,00
Raleigh, West Virginia;73361,00
Randolph, West Virginia;28695,00
Ritchie, West Virginia;9554,00
Roane, West Virginia;13688,00
Summers, West Virginia;12573,00
Taylor, West Virginia;16695,00
Tucker, West Virginia;6839,00
Tyler, West Virginia;8591,00
Upshur, West Virginia;24176,00
Wayne, West Virginia;39402,00
Webster, West Virginia;8114,00
Wetzel, West Virginia;15065,00
Wirt, West Virginia;5821,00
Wood, West Virginia;83518,00
Wyoming, West Virginia;20394,00
Adams, Wisconsin;20220,00
Ashland, Wisconsin;15562,00
Barron, Wisconsin;45244,00
Bayfield, Wisconsin;15036,00
Brown, Wisconsin;264542,00
Buffalo, Wisconsin;13031,00
Burnett, Wisconsin;15414,00
Calumet, Wisconsin;50089,00
Chippewa, Wisconsin;64658,00
Clark, Wisconsin;34774,00
Columbia, Wisconsin;57532,00
Crawford, Wisconsin;16131,00
Dane, Wisconsin;546695,00
Dodge, Wisconsin;87839,00
Door, Wisconsin;27668,00
Douglas, Wisconsin;43150,00
Dunn, Wisconsin;45368,00
Eau Claire, Wisconsin;104646,00
Florence, Wisconsin;4295,00
Fond du Lac, Wisconsin;103403,00
Forest, Wisconsin;9004,00
Grant, Wisconsin;51439,00
Green, Wisconsin;36960,00
Green Lake, Wisconsin;18913,00
Iowa, Wisconsin;23678,00
Iron, Wisconsin;5687,00
Jackson, Wisconsin;20643,00
Jefferson, Wisconsin;84769,00
Juneau, Wisconsin;26687,00
Kenosha, Wisconsin;169561,00
Kewaunee, Wisconsin;20434,00
La Crosse, Wisconsin;118016,00
Lafayette, Wisconsin;16665,00
Langlade, Wisconsin;19189,00
Lincoln, Wisconsin;27593,00
Manitowoc, Wisconsin;78981,00
Marathon, Wisconsin;135692,00
Marinette, Wisconsin;40350,00
Marquette, Wisconsin;15574,00
Menominee, Wisconsin;4556,00
Milwaukee, Wisconsin;945726,00
Monroe, Wisconsin;46253,00
Oconto, Wisconsin;37930,00
Oneida, Wisconsin;35595,00
Outagamie, Wisconsin;187885,00
Ozaukee, Wisconsin;89221,00
Pepin, Wisconsin;7287,00
Pierce, Wisconsin;42754,00
Polk, Wisconsin;43783,00
Portage, Wisconsin;70772,00
Price, Wisconsin;13351,00
Racine, Wisconsin;196311,00
Richland, Wisconsin;17252,00
Rock, Wisconsin;163354,00
Rusk, Wisconsin;14178,00
St Croix, Wisconsin;90687,00
Sauk, Wisconsin;64442,00
Sawyer, Wisconsin;16558,00
Shawano, Wisconsin;40899,00
Sheboygan, Wisconsin;115340,00
Taylor, Wisconsin;20343,00
Trempealeau, Wisconsin;29649,00
Vernon, Wisconsin;30822,00
Vilas, Wisconsin;22195,00
Walworth, Wisconsin;103868,00
Washburn, Wisconsin;15720,00
Washington, Wisconsin;136034,00
Waukesha, Wisconsin;404198,00
Waupaca, Wisconsin;50990,00
Waushara, Wisconsin;24443,00
Winnebago, Wisconsin;171907,00
Wood, Wisconsin;72999,00
Albany, Wyoming;38880,00
Big Horn, Wyoming;11790,00
Campbell, Wyoming;46341,00
Carbon, Wyoming;14800,00
Converse, Wyoming;13822,00
Crook, Wyoming;7584,00
Fremont, Wyoming;39261,00
Goshen, Wyoming;13211,00
Hot Springs, Wyoming;4413,00
Johnson, Wyoming;8445,00
Laramie, Wyoming;99500,00
Lincoln, Wyoming;19830,00
Natrona, Wyoming;79858,00
Niobrara, Wyoming;2356,00
Park, Wyoming;29194,00
Platte, Wyoming;8393,00
Sheridan, Wyoming;30485,00
Sublette, Wyoming;9831,00
Sweetwater, Wyoming;42343,00
Teton, Wyoming;23464,00
Uinta, Wyoming;20226,00
Washakie, Wyoming;7805,00
Weston, Wyoming;6927,00
